Calendar year,Month,ABS remoteness area,Cause of injury,Age group,Sex,Road user,Counterparty,Count of cases,Bed days,Died_cases,Died_bed_days,Hospitalisations
2012,June,Major Cities,Medical events,8-16,Male,Not applicable,Not applicable,4738,9032,1,7,4737
2012,June,Major Cities,Non-traffic,0-7,Female,Not applicable,Not applicable,9,12,,,9
2012,June,Major Cities,Non-traffic,0-7,Male,Not applicable,Not applicable,18,22,,,18
2012,June,Major Cities,Non-traffic,17-25,Female,Not applicable,Not applicable,11,26,,,11
2012,June,Major Cities,Non-traffic,17-25,Male,Not applicable,Not applicable,81,262,,,81
2012,June,Major Cities,Non-traffic,26-39,Female,Not applicable,Not applicable,19,59,,,19
2012,June,Major Cities,Non-traffic,26-39,Male,Not applicable,Not applicable,87,224,1,5,86
2012,June,Major Cities,Non-traffic,40-64,Female,Not applicable,Not applicable,24,56,1,9,23
2012,June,Major Cities,Non-traffic,40-64,Male,Not applicable,Not applicable,92,407,1,3,91
2012,June,Major Cities,Non-traffic,65-74,Female,Not applicable,Not applicable,10,74,1,1,9
2012,June,Major Cities,Non-traffic,65-74,Male,Not applicable,Not applicable,6,12,,,6
2012,June,Major Cities,Non-traffic,75+,Female,Not applicable,Not applicable,10,42,,,10
2012,June,Major Cities,Non-traffic,75+,Male,Not applicable,Not applicable,9,190,,,9
2012,June,Major Cities,Non-traffic,8-16,Female,Not applicable,Not applicable,9,28,,,9
2012,June,Major Cities,Non-traffic,8-16,Male,Not applicable,Not applicable,71,150,1,7,70
2012,June,Major Cities,Other transport,0-7,Female,Not applicable,Not applicable,1,1,,,1
2012,June,Major Cities,Other transport,17-25,Female,Not applicable,Not applicable,2,4,,,2
2012,June,Major Cities,Other transport,17-25,Male,Not applicable,Not applicable,3,11,,,3
2012,June,Major Cities,Other transport,26-39,Female,Not applicable,Not applicable,2,4,,,2
2012,June,Major Cities,Other transport,26-39,Male,Not applicable,Not applicable,6,44,,,6
2012,June,Major Cities,Other transport,40-64,Female,Not applicable,Not applicable,3,6,,,3
2012,June,Major Cities,Other transport,40-64,Male,Not applicable,Not applicable,11,60,,,11
2012,June,Major Cities,Other transport,65-74,Female,Not applicable,Not applicable,1,9,,,1
2012,June,Major Cities,Other transport,65-74,Male,Not applicable,Not applicable,2,69,,,2
2012,June,Major Cities,Other transport,75+,Female,Not applicable,Not applicable,3,73,,,3
2012,June,Major Cities,Other transport,8-16,Female,Not applicable,Not applicable,2,3,,,2
2012,June,Major Cities,Other transport,8-16,Male,Not applicable,Not applicable,6,11,,,6
2012,June,Major Cities,Traffic,0-7,Female,Car passenger,"Car, pick-up truck or van",4,169,,,4
2012,June,Major Cities,Traffic,0-7,Female,Car passenger,Fixed or stationary object,1,1,,,1
2012,June,Major Cities,Traffic,0-7,Female,Car passenger,Non-collision transport accident,3,3,,,3
2012,June,Major Cities,Traffic,0-7,Female,Car passenger,Other and unspecified transport accidents,,1,,,0
2012,June,Major Cities,Traffic,0-7,Female,Other or unknown,Other and unspecified transport accidents,1,1,,,1
2012,June,Major Cities,Traffic,0-7,Female,Pedal cyclist,Non-collision transport accident,1,1,,,1
2012,June,Major Cities,Traffic,0-7,Female,Pedal cyclist,Other and unspecified transport accidents,2,3,,,2
2012,June,Major Cities,Traffic,0-7,Female,Pedestrian,"Car, pick-up truck or van",4,10,,,4
2012,June,Major Cities,Traffic,0-7,Male,Car passenger,"Car, pick-up truck or van",1,1,,,1
2012,June,Major Cities,Traffic,0-7,Male,Car passenger,Fixed or stationary object,2,8,,,2
2012,June,Major Cities,Traffic,0-7,Male,Motorcyclist,2- or 3- wheeled motor vehicle,,4,,,0
2012,June,Major Cities,Traffic,0-7,Male,Motorcyclist,Fixed or stationary object,1,1,,,1
2012,June,Major Cities,Traffic,0-7,Male,Other or unknown,Other and unspecified transport accidents,,1,,,0
2012,June,Major Cities,Traffic,0-7,Male,Pedal cyclist,Non-collision transport accident,2,3,,,2
2012,June,Major Cities,Traffic,0-7,Male,Pedal cyclist,Other and unspecified transport accidents,1,1,,,1
2012,June,Major Cities,Traffic,0-7,Male,Pedestrian,"Car, pick-up truck or van",5,19,,,5
2012,June,Major Cities,Traffic,17-25,Female,Car driver,"Car, pick-up truck or van",35,38,,,35
2012,June,Major Cities,Traffic,17-25,Female,Car driver,Fixed or stationary object,16,50,,,16
2012,June,Major Cities,Traffic,17-25,Female,Car driver,Heavy transport vehicle or bus,1,47,,,1
2012,June,Major Cities,Traffic,17-25,Female,Car driver,Non-collision transport accident,6,6,,,6
2012,June,Major Cities,Traffic,17-25,Female,Car driver,Other and unspecified transport accidents,1,1,,,1
2012,June,Major Cities,Traffic,17-25,Female,Car driver,Pedestrian or animal,1,1,,,1
2012,June,Major Cities,Traffic,17-25,Female,Car passenger,"Car, pick-up truck or van",13,22,,,13
2012,June,Major Cities,Traffic,17-25,Female,Car passenger,Fixed or stationary object,8,15,,,8
2012,June,Major Cities,Traffic,17-25,Female,Car passenger,Non-collision transport accident,2,2,,,2
2012,June,Major Cities,Traffic,17-25,Female,Car unknown position,"Car, pick-up truck or van",1,1,,,1
2012,June,Major Cities,Traffic,17-25,Female,Car unknown position,Other and unspecified transport accidents,4,5,,,4
2012,June,Major Cities,Traffic,17-25,Female,Motorcyclist,"Car, pick-up truck or van",2,2,1,1,1
2012,June,Major Cities,Traffic,17-25,Female,Motorcyclist,Non-collision transport accident,4,18,,,4
2012,June,Major Cities,Traffic,17-25,Female,Motorcyclist,Other and unspecified transport accidents,2,6,,,2
2012,June,Major Cities,Traffic,17-25,Female,Other or unknown,Other and unspecified transport accidents,2,11,,,2
2012,June,Major Cities,Traffic,17-25,Female,Pedal cyclist,"Car, pick-up truck or van",1,2,,,1
2012,June,Major Cities,Traffic,17-25,Female,Pedal cyclist,Fixed or stationary object,1,1,,,1
2012,June,Major Cities,Traffic,17-25,Female,Pedal cyclist,Heavy transport vehicle or bus,1,1,,,1
2012,June,Major Cities,Traffic,17-25,Female,Pedal cyclist,Non-collision transport accident,2,2,,,2
2012,June,Major Cities,Traffic,17-25,Female,Pedestrian,"Car, pick-up truck or van",17,36,,,17
2012,June,Major Cities,Traffic,17-25,Female,Pedestrian,Heavy transport vehicle or bus,1,1,,,1
2012,June,Major Cities,Traffic,17-25,Female,Pedestrian,Pedal cycle,1,3,,,1
2012,June,Major Cities,Traffic,17-25,Male,Car driver,"Car, pick-up truck or van",29,143,,,29
2012,June,Major Cities,Traffic,17-25,Male,Car driver,Fixed or stationary object,32,114,,,32
2012,June,Major Cities,Traffic,17-25,Male,Car driver,Heavy transport vehicle or bus,1,17,,,1
2012,June,Major Cities,Traffic,17-25,Male,Car driver,Non-collision transport accident,10,16,,,10
2012,June,Major Cities,Traffic,17-25,Male,Car driver,Other and unspecified transport accidents,3,3,,,3
2012,June,Major Cities,Traffic,17-25,Male,Car passenger,"Car, pick-up truck or van",11,27,,,11
2012,June,Major Cities,Traffic,17-25,Male,Car passenger,Fixed or stationary object,19,43,,,19
2012,June,Major Cities,Traffic,17-25,Male,Car passenger,Non-collision transport accident,5,7,,,5
2012,June,Major Cities,Traffic,17-25,Male,Car unknown position,"Car, pick-up truck or van",2,2,,,2
2012,June,Major Cities,Traffic,17-25,Male,Car unknown position,Other and unspecified transport accidents,3,7,,,3
2012,June,Major Cities,Traffic,17-25,Male,Heavy transport driver,Fixed or stationary object,1,1,,,1
2012,June,Major Cities,Traffic,17-25,Male,Motorcyclist,2- or 3- wheeled motor vehicle,1,2,,,1
2012,June,Major Cities,Traffic,17-25,Male,Motorcyclist,"Car, pick-up truck or van",36,98,,,36
2012,June,Major Cities,Traffic,17-25,Male,Motorcyclist,Fixed or stationary object,6,9,,,6
2012,June,Major Cities,Traffic,17-25,Male,Motorcyclist,Non-collision transport accident,31,83,,,31
2012,June,Major Cities,Traffic,17-25,Male,Motorcyclist,Other and unspecified transport accidents,10,17,,,10
2012,June,Major Cities,Traffic,17-25,Male,Other or unknown,Other and unspecified transport accidents,6,6,,,6
2012,June,Major Cities,Traffic,17-25,Male,Pedal cyclist,"Car, pick-up truck or van",14,34,,,14
2012,June,Major Cities,Traffic,17-25,Male,Pedal cyclist,Fixed or stationary object,,15,,,0
2012,June,Major Cities,Traffic,17-25,Male,Pedal cyclist,Non-collision transport accident,9,13,,,9
2012,June,Major Cities,Traffic,17-25,Male,Pedal cyclist,Other and unspecified transport accidents,6,7,,,6
2012,June,Major Cities,Traffic,17-25,Male,Pedestrian,"Car, pick-up truck or van",13,53,,,13
2012,June,Major Cities,Traffic,17-25,Male,Pedestrian,Pedestrian or animal,1,1,,,1
2012,June,Major Cities,Traffic,17-25,Male,Pick-up truck or van occupant,Fixed or stationary object,1,2,,,1
2012,June,Major Cities,Traffic,26-39,Female,Bus occupant,Fixed or stationary object,1,2,,,1
2012,June,Major Cities,Traffic,26-39,Female,Bus occupant,Non-collision transport accident,1,12,,,1
2012,June,Major Cities,Traffic,26-39,Female,Bus occupant,Pedestrian or animal,1,1,,,1
2012,June,Major Cities,Traffic,26-39,Female,Car driver,"Car, pick-up truck or van",46,90,,,46
2012,June,Major Cities,Traffic,26-39,Female,Car driver,Fixed or stationary object,10,57,,,10
2012,June,Major Cities,Traffic,26-39,Female,Car driver,Heavy transport vehicle or bus,3,3,,,3
2012,June,Major Cities,Traffic,26-39,Female,Car driver,Non-collision transport accident,5,8,,,5
2012,June,Major Cities,Traffic,26-39,Female,Car passenger,"Car, pick-up truck or van",17,24,,,17
2012,June,Major Cities,Traffic,26-39,Female,Car passenger,Fixed or stationary object,6,35,,,6
2012,June,Major Cities,Traffic,26-39,Female,Car passenger,Heavy transport vehicle or bus,1,6,,,1
2012,June,Major Cities,Traffic,26-39,Female,Car passenger,Non-collision transport accident,2,2,,,2
2012,June,Major Cities,Traffic,26-39,Female,Car unknown position,"Car, pick-up truck or van",2,33,,,2
2012,June,Major Cities,Traffic,26-39,Female,Car unknown position,Other and unspecified transport accidents,5,20,,,5
2012,June,Major Cities,Traffic,26-39,Female,Motorcyclist,"Car, pick-up truck or van",3,39,,,3
2012,June,Major Cities,Traffic,26-39,Female,Motorcyclist,Heavy transport vehicle or bus,1,1,,,1
2012,June,Major Cities,Traffic,26-39,Female,Motorcyclist,Non-collision transport accident,5,11,,,5
2012,June,Major Cities,Traffic,26-39,Female,Other or unknown,Other and unspecified transport accidents,1,2,,,1
2012,June,Major Cities,Traffic,26-39,Female,Pedal cyclist,"Car, pick-up truck or van",5,5,,,5
2012,June,Major Cities,Traffic,26-39,Female,Pedal cyclist,Fixed or stationary object,2,2,,,2
2012,June,Major Cities,Traffic,26-39,Female,Pedal cyclist,Non-collision transport accident,2,3,,,2
2012,June,Major Cities,Traffic,26-39,Female,Pedal cyclist,Other and unspecified transport accidents,3,3,,,3
2012,June,Major Cities,Traffic,26-39,Female,Pedal cyclist,Pedestrian or animal,1,1,,,1
2012,June,Major Cities,Traffic,26-39,Female,Pedestrian,"Car, pick-up truck or van",15,123,,,15
2012,June,Major Cities,Traffic,26-39,Female,Pedestrian,Heavy transport vehicle or bus,1,1,,,1
2012,June,Major Cities,Traffic,26-39,Female,Pick-up truck or van occupant,Fixed or stationary object,1,3,,,1
2012,June,Major Cities,Traffic,26-39,Male,Car driver,"Car, pick-up truck or van",39,84,,,39
2012,June,Major Cities,Traffic,26-39,Male,Car driver,Fixed or stationary object,36,111,,,36
2012,June,Major Cities,Traffic,26-39,Male,Car driver,Heavy transport vehicle or bus,2,8,,,2
2012,June,Major Cities,Traffic,26-39,Male,Car driver,Non-collision transport accident,7,14,,,7
2012,June,Major Cities,Traffic,26-39,Male,Car driver,Other non-motor vehicle,1,1,,,1
2012,June,Major Cities,Traffic,26-39,Male,Car driver,Pedestrian or animal,1,1,,,1
2012,June,Major Cities,Traffic,26-39,Male,Car passenger,"Car, pick-up truck or van",3,18,,,3
2012,June,Major Cities,Traffic,26-39,Male,Car passenger,Fixed or stationary object,5,10,,,5
2012,June,Major Cities,Traffic,26-39,Male,Car passenger,Non-collision transport accident,3,51,,,3
2012,June,Major Cities,Traffic,26-39,Male,Car passenger,Pedestrian or animal,2,7,,,2
2012,June,Major Cities,Traffic,26-39,Male,Car unknown position,Non-collision transport accident,1,1,,,1
2012,June,Major Cities,Traffic,26-39,Male,Car unknown position,Other and unspecified transport accidents,3,3,,,3
2012,June,Major Cities,Traffic,26-39,Male,Heavy transport driver,Fixed or stationary object,1,1,,,1
2012,June,Major Cities,Traffic,26-39,Male,Heavy transport driver,Heavy transport vehicle or bus,3,6,,,3
2012,June,Major Cities,Traffic,26-39,Male,Heavy transport driver,Non-collision transport accident,1,1,,,1
2012,June,Major Cities,Traffic,26-39,Male,Heavy transport driver,Other and unspecified transport accidents,1,1,,,1
2012,June,Major Cities,Traffic,26-39,Male,Heavy transport passenger,Non-collision transport accident,1,22,,,1
2012,June,Major Cities,Traffic,26-39,Male,Heavy transport passenger,Other and unspecified transport accidents,1,1,,,1
2012,June,Major Cities,Traffic,26-39,Male,Motorcyclist,2- or 3- wheeled motor vehicle,5,18,,,5
2012,June,Major Cities,Traffic,26-39,Male,Motorcyclist,"Car, pick-up truck or van",24,154,2,5,22
2012,June,Major Cities,Traffic,26-39,Male,Motorcyclist,Fixed or stationary object,6,51,,,6
2012,June,Major Cities,Traffic,26-39,Male,Motorcyclist,Heavy transport vehicle or bus,1,1,,,1
2012,June,Major Cities,Traffic,26-39,Male,Motorcyclist,Non-collision transport accident,46,159,,,46
2012,June,Major Cities,Traffic,26-39,Male,Motorcyclist,Other and unspecified transport accidents,21,57,,,21
2012,June,Major Cities,Traffic,26-39,Male,Other or unknown,Other and unspecified transport accidents,5,24,,,5
2012,June,Major Cities,Traffic,26-39,Male,Pedal cyclist,"Car, pick-up truck or van",16,28,,,16
2012,June,Major Cities,Traffic,26-39,Male,Pedal cyclist,Fixed or stationary object,3,5,,,3
2012,June,Major Cities,Traffic,26-39,Male,Pedal cyclist,Non-collision transport accident,16,24,,,16
2012,June,Major Cities,Traffic,26-39,Male,Pedal cyclist,Other and unspecified transport accidents,7,12,,,7
2012,June,Major Cities,Traffic,26-39,Male,Pedal cyclist,Other non-motor vehicle,1,1,,,1
2012,June,Major Cities,Traffic,26-39,Male,Pedal cyclist,Pedal cycle,3,3,,,3
2012,June,Major Cities,Traffic,26-39,Male,Pedal cyclist,Pedestrian or animal,1,1,,,1
2012,June,Major Cities,Traffic,26-39,Male,Pedestrian,"Car, pick-up truck or van",15,149,,,15
2012,June,Major Cities,Traffic,26-39,Male,Pedestrian,Heavy transport vehicle or bus,4,33,,,4
2012,June,Major Cities,Traffic,26-39,Male,Pedestrian,Other and unspecified transport accidents,2,2,,,2
2012,June,Major Cities,Traffic,26-39,Male,Pedestrian,Train,1,13,,,1
2012,June,Major Cities,Traffic,26-39,Male,Pick-up truck or van occupant,Fixed or stationary object,3,4,,,3
2012,June,Major Cities,Traffic,26-39,Male,Pick-up truck or van occupant,Heavy transport vehicle or bus,1,1,,,1
2012,June,Major Cities,Traffic,40-64,Female,Car driver,"Car, pick-up truck or van",74,190,,,74
2012,June,Major Cities,Traffic,40-64,Female,Car driver,Fixed or stationary object,11,33,,,11
2012,June,Major Cities,Traffic,40-64,Female,Car driver,Heavy transport vehicle or bus,6,15,,,6
2012,June,Major Cities,Traffic,40-64,Female,Car driver,Non-collision transport accident,3,38,,,3
2012,June,Major Cities,Traffic,40-64,Female,Car driver,Other and unspecified transport accidents,1,1,,,1
2012,June,Major Cities,Traffic,40-64,Female,Car passenger,"Car, pick-up truck or van",29,58,,,29
2012,June,Major Cities,Traffic,40-64,Female,Car passenger,Fixed or stationary object,5,10,,,5
2012,June,Major Cities,Traffic,40-64,Female,Car passenger,Heavy transport vehicle or bus,2,2,,,2
2012,June,Major Cities,Traffic,40-64,Female,Car passenger,Non-collision transport accident,1,7,,,1
2012,June,Major Cities,Traffic,40-64,Female,Car unknown position,"Car, pick-up truck or van",3,134,,,3
2012,June,Major Cities,Traffic,40-64,Female,Car unknown position,Other and unspecified transport accidents,3,11,,,3
2012,June,Major Cities,Traffic,40-64,Female,Heavy transport unknown position,Pedestrian or animal,1,5,,,1
2012,June,Major Cities,Traffic,40-64,Female,Motorcyclist,2- or 3- wheeled motor vehicle,,26,,,0
2012,June,Major Cities,Traffic,40-64,Female,Motorcyclist,"Car, pick-up truck or van",6,56,,,6
2012,June,Major Cities,Traffic,40-64,Female,Motorcyclist,Non-collision transport accident,3,26,,,3
2012,June,Major Cities,Traffic,40-64,Female,Motorcyclist,Other and unspecified transport accidents,3,5,,,3
2012,June,Major Cities,Traffic,40-64,Female,Other or unknown,Other and unspecified transport accidents,4,4,,,4
2012,June,Major Cities,Traffic,40-64,Female,Pedal cyclist,"Car, pick-up truck or van",6,21,,,6
2012,June,Major Cities,Traffic,40-64,Female,Pedal cyclist,Non-collision transport accident,8,15,,,8
2012,June,Major Cities,Traffic,40-64,Female,Pedal cyclist,Other and unspecified transport accidents,8,10,,,8
2012,June,Major Cities,Traffic,40-64,Female,Pedestrian,"Car, pick-up truck or van",24,109,,,24
2012,June,Major Cities,Traffic,40-64,Female,Pedestrian,Other and unspecified transport accidents,3,18,,,3
2012,June,Major Cities,Traffic,40-64,Female,Pedestrian,Pedal cycle,1,2,,,1
2012,June,Major Cities,Traffic,40-64,Male,Bus occupant,"Car, pick-up truck or van",1,1,,,1
2012,June,Major Cities,Traffic,40-64,Male,Bus occupant,Non-collision transport accident,1,24,,,1
2012,June,Major Cities,Traffic,40-64,Male,Car driver,"Car, pick-up truck or van",59,158,,,59
2012,June,Major Cities,Traffic,40-64,Male,Car driver,Fixed or stationary object,23,133,,,23
2012,June,Major Cities,Traffic,40-64,Male,Car driver,Heavy transport vehicle or bus,5,35,,,5
2012,June,Major Cities,Traffic,40-64,Male,Car driver,Non-collision transport accident,9,36,,,9
2012,June,Major Cities,Traffic,40-64,Male,Car passenger,"Car, pick-up truck or van",11,29,,,11
2012,June,Major Cities,Traffic,40-64,Male,Car passenger,Fixed or stationary object,3,6,,,3
2012,June,Major Cities,Traffic,40-64,Male,Car passenger,Non-collision transport accident,1,1,,,1
